Diplomas and Completion,,,,,,,,,,,,,
3/20/24,,,,,,,,,,,,,
,,,,,,,,,,,,,
Year,Level,Division,Subgroup,Cohort,Dropout Count,Dropout Rate,Advanced Diplomas,Standard Count,Other Diplomas Count,GED ISAEP,Standard and Other Diplomas Count,GED Other Non-Graduation Count,Other Non-Graduation Count
2022,DIV,Amherst County Public Schools,Black,38,1,2.6,18,19,0,0,0,0,19
2022,DIV,Amherst County Public Schools,Economically Disadvantaged,105,4,3.8,30,68,1,1,1,2,69
2022,DIV,Amherst County Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2022,DIV,Amherst County Public Schools,Female,141,3,2.1,81,54,0,1,2,3,54
2022,DIV,Amherst County Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2022,DIV,Amherst County Public Schools,Hispanic,13,0,0,7,5,1,0,0,0,6
2022,DIV,Amherst County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Amherst County Public Schools,Male,158,4,2.5,53,97,2,1,1,2,99
2022,DIV,Amherst County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Amherst County Public Schools,Multiple Races,34,0,0,13,21,0,0,0,0,21
2022,DIV,Amherst County Public Schools,Students with Disabilities,36,2,5.6,3,29,2,0,0,0,31
2022,DIV,Amherst County Public Schools,White,210,6,2.9,93,105,1,2,3,5,106
2022,DIV,Appomattox County Public Schools,All Students,161,8,5,85,54,7,6,1,7,61
2022,DIV,Appomattox County Public Schools,Black,38,1,2.6,15,16,5,1,0,1,21
2022,DIV,Appomattox County Public Schools,Economically Disadvantaged,65,5,7.7,26,24,4,5,1,6,28
2022,DIV,Appomattox County Public Schools,Female,74,1,1.4,44,22,4,2,1,3,26
2022,DIV,Appomattox County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Appomattox County Public Schools,Hispanic,<,<,<,<,<,<,<,<,<,<
2022,DIV,Appomattox County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Appomattox County Public Schools,Male,87,7,8,41,32,3,4,0,4,35
2022,DIV,Appomattox County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Appomattox County Public Schools,Multiple Races,12,1,8.3,8,3,0,0,0,0,3
2022,DIV,Appomattox County Public Schools,Students with Disabilities,19,2,10.5,1,9,7,0,0,0,16
2022,DIV,Appomattox County Public Schools,White,103,5,4.9,58,33,1,5,1,6,34
2022,DIV,Arlington County Public Schools,All Students,1991,90,4.5,1292,553,17,3,36,39,570
2022,DIV,Arlington County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Arlington County Public Schools,Asian,154,2,1.3,113,37,1,0,1,1,38
2022,DIV,Arlington County Public Schools,Black,184,4,2.2,80,91,3,0,6,6,94
2022,DIV,Arlington County Public Schools,Economically Disadvantaged,620,35,5.6,262,281,12,0,30,30,293
2022,DIV,Arlington County Public Schools,English Learners,596,64,10.7,257,243,8,0,15,24,251
2022,DIV,Arlington County Public Schools,Female,938,33,3.5,652,237,2,0,14,14,239
2022,DIV,Arlington County Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2022,DIV,Arlington County Public Schools,Hispanic,572,76,13.3,229,235,6,0,26,26,241
2022,DIV,Arlington County Public Schools,Homeless,12,1,8.3,1,7,2,0,1,1,9
2022,DIV,Arlington County Public Schools,Male,1049,57,5.4,637,315,15,3,22,25,330
2022,DIV,Arlington County Public Schools,Military Connected,88,0,0,62,24,1,0,1,1,25
2022,DIV,Arlington County Public Schools,Multiple Races,157,2,1.3,126,27,1,0,1,1,28
2022,DIV,Arlington County Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Arlington County Public Schools,Students with Disabilities,303,13,4.3,100,166,17,3,2,7,183
2022,DIV,Arlington County Public Schools,White,918,6,0.7,741,160,6,3,2,5,166
2022,DIV,Augusta County Public Schools,All Students,794,26,3.3,347,383,16,13,9,22,399
2022,DIV,Augusta County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Augusta County Public Schools,Asian,11,0,0,8,3,0,0,0,0,3
2022,DIV,Augusta County Public Schools,Black,21,1,4.8,8,11,0,0,1,1,11
2022,DIV,Augusta County Public Schools,Economically Disadvantaged,286,21,7.3,65,178,9,6,7,13,187
2022,DIV,Augusta County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Augusta County Public Schools,Female,372,13,3.5,201,149,3,5,1,6,152
2022,DIV,Augusta County Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2022,DIV,Augusta County Public Schools,Hispanic,53,4,7.5,25,24,0,0,0,0,24
2022,DIV,Augusta County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Augusta County Public Schools,Male,422,13,3.1,146,234,13,8,8,16,247
2022,DIV,Augusta County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Augusta County Public Schools,Multiple Races,29,5,17.2,8,13,1,2,0,2,14
2022,DIV,Augusta County Public Schools,Students with Disabilities,66,5,7.6,1,42,16,0,2,2,58
2022,DIV,Augusta County Public Schools,White,679,16,2.4,298,331,15,11,8,19,346
2022,DIV,Bath County Public Schools,All Students,38,1,2.6,12,22,3,0,0,0,25
2022,DIV,Bath County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Bath County Public Schools,Black,<,0,0,<,<,<,<,<,<,<
2022,DIV,Bath County Public Schools,Economically Disadvantaged,17,1,5.9,3,11,2,0,0,0,13
2022,DIV,Bath County Public Schools,Female,19,1,5.3,4,14,0,0,0,0,14
2022,DIV,Bath County Public Schools,Male,19,0,0,8,8,3,0,0,0,11
2022,DIV,Bath County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2022,DIV,Bath County Public Schools,Students with Disabilities,<,0,0,<,<,<,<,<,<,<
2022,DIV,Bath County Public Schools,White,34,1,2.9,10,20,3,0,0,0,23
2022,DIV,Bedford County Public Schools,All Students,710,42,5.9,252,303,31,14,68,82,334
2022,DIV,Bedford County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Bedford County Public Schools,Asian,16,0,0,9,2,1,0,4,4,3
2022,DIV,Bedford County Public Schools,Black,63,2,3.2,13,34,7,0,7,7,41
2022,DIV,Bedford County Public Schools,Economically Disadvantaged,240,26,10.8,45,128,17,3,21,24,145
2022,DIV,Bedford County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Bedford County Public Schools,Female,344,12,3.5,157,124,11,3,37,40,135
2022,DIV,Bedford County Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2022,DIV,Bedford County Public Schools,Hispanic,23,2,8.7,10,7,1,1,2,3,8
2022,DIV,Bedford County Public Schools,Homeless,11,3,27.3,2,5,1,0,0,0,6
2022,DIV,Bedford County Public Schools,Male,365,30,8.2,95,178,20,11,31,42,198
2022,DIV,Bedford County Public Schools,Military Connected,12,0,0,2,7,1,1,1,2,8
2022,DIV,Bedford County Public Schools,Multiple Races,34,6,17.6,6,16,3,1,2,3,19
2022,DIV,Bedford County Public Schools,Students with Disabilities,98,9,9.2,2,54,31,2,0,2,85
2022,DIV,Bedford County Public Schools,White,571,32,5.6,212,243,19,12,53,65,262
2022,DIV,Bland County Public Schools,All Students,65,1,1.5,12,51,1,0,0,0,52
2022,DIV,Bland County Public Schools,Economically Disadvantaged,35,1,2.9,5,29,0,0,0,0,29
2022,DIV,Bland County Public Schools,Female,31,1,3.2,7,22,1,0,0,0,23
2022,DIV,Bland County Public Schools,Male,34,0,0,5,29,0,0,0,0,29
2022,DIV,Bland County Public Schools,Students with Disabilities,13,1,7.7,0,11,1,0,0,0,12
2022,DIV,Bland County Public Schools,White,65,1,1.5,12,51,1,0,0,0,52
2022,DIV,Botetourt County Public Schools,All Students,380,5,1.3,189,163,8,6,9,15,171
2022,DIV,Botetourt County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Botetourt County Public Schools,Black,10,0,0,1,7,1,0,1,1,8
2022,DIV,Botetourt County Public Schools,Economically Disadvantaged,102,0,0,28,66,0,3,5,8,66
2022,DIV,Botetourt County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Botetourt County Public Schools,Female,169,2,1.2,91,70,3,3,0,3,73
2022,DIV,Botetourt County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Botetourt County Public Schools,Hispanic,17,2,11.8,6,8,0,0,1,1,8
2022,DIV,Botetourt County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Botetourt County Public Schools,Male,211,3,1.4,98,93,5,3,9,12,98
2022,DIV,Botetourt County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Botetourt County Public Schools,Multiple Races,12,0,0,3,9,0,0,0,0,9
2022,DIV,Botetourt County Public Schools,Students with Disabilities,36,3,8.3,3,19,8,1,2,3,27
2022,DIV,Botetourt County Public Schools,White,337,3,0.9,175,139,7,6,7,13,146
2022,DIV,Bristol City Public Schools,All Students,167,15,9,46,95,4,1,6,7,99
2022,DIV,Bristol City Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Bristol City Public Schools,Black,16,1,6.3,2,10,1,0,2,2,11
2022,DIV,Bristol City Public Schools,Economically Disadvantaged,106,12,11.3,16,70,3,1,4,5,73
2022,DIV,Bristol City Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2022,DIV,Bristol City Public Schools,Female,79,7,8.9,27,41,0,0,4,4,41
2022,DIV,Bristol City Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2022,DIV,Bristol City Public Schools,Hispanic,<,<,<,<,<,<,<,<,<,<
2022,DIV,Bristol City Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Bristol City Public Schools,Male,88,8,9.1,19,54,4,1,2,3,58
2022,DIV,Bristol City Public Schools,Multiple Races,<,<,<,<,<,<,<,<,<,<
2022,DIV,Bristol City Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Bristol City Public Schools,Students with Disabilities,27,5,18.5,1,17,4,0,0,0,21
2022,DIV,Bristol City Public Schools,White,132,12,9.1,40,74,2,1,3,4,76
2022,DIV,Brunswick County Public Schools,All Students,109,3,2.8,38,54,4,3,7,10,58
2022,DIV,Brunswick County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Brunswick County Public Schools,Black,77,1,1.3,29,37,4,3,3,6,41
2022,DIV,Brunswick County Public Schools,Economically Disadvantaged,73,3,4.1,22,36,3,3,6,9,39
2022,DIV,Brunswick County Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2022,DIV,Brunswick County Public Schools,Female,47,0,0,23,18,2,1,3,4,20
2022,DIV,Brunswick County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2022,DIV,Brunswick County Public Schools,Male,62,3,4.8,15,36,2,2,4,6,38
2022,DIV,Brunswick County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Brunswick County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2022,DIV,Brunswick County Public Schools,Students with Disabilities,18,1,5.6,0,12,4,1,0,1,16
2022,DIV,Brunswick County Public Schools,White,25,2,8,7,14,0,0,2,2,14
2022,DIV,Buchanan County Public Schools,All Students,188,10,5.3,52,114,3,7,2,9,117
2022,DIV,Buchanan County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Buchanan County Public Schools,Black,<,0,0,<,<,<,<,<,<,<
2022,DIV,Buchanan County Public Schools,Economically Disadvantaged,114,8,7,16,81,2,7,0,7,83
2022,DIV,Buchanan County Public Schools,Female,90,2,2.2,28,54,0,4,2,6,54
2022,DIV,Buchanan County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Buchanan County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2022,DIV,Buchanan County Public Schools,Male,98,8,8.2,24,60,3,3,0,3,63
2022,DIV,Buchanan County Public Schools,Students with Disabilities,35,7,20,1,24,3,0,0,0,27
2022,DIV,Buchanan County Public Schools,White,185,10,5.4,52,111,3,7,2,9,114
2022,DIV,Buckingham County Public Schools,All Students,150,11,7.3,43,88,5,1,2,3,93
2022,DIV,Buckingham County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Buckingham County Public Schools,Black,54,3,5.6,12,35,3,0,1,1,38
2022,DIV,Buckingham County Public Schools,Economically Disadvantaged,90,8,8.9,18,58,4,1,1,2,62
2022,DIV,Buckingham County Public Schools,English Learners,<,0,0,<,<,<,<,<,<,<
2022,DIV,Buckingham County Public Schools,Female,64,8,12.5,27,27,1,1,0,1,28
2022,DIV,Buckingham County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2022,DIV,Buckingham County Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2022,DIV,Buckingham County Public Schools,Male,86,3,3.5,16,61,4,0,2,2,65
2022,DIV,Buckingham County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Buckingham County Public Schools,Multiple Races,11,3,27.3,1,6,1,0,0,0,7
2022,DIV,Buckingham County Public Schools,Students with Disabilities,18,2,11.1,0,11,5,0,0,0,16
2022,DIV,Buckingham County Public Schools,White,76,5,6.6,28,40,1,1,1,2,41
2022,DIV,Buena Vista City Public Schools,All Students,78,7,9,24,44,3,0,0,0,47
2022,DIV,Buena Vista City Public Schools,Black,<,<,<,<,<,<,<,<,<,<
2022,DIV,Buena Vista City Public Schools,Economically Disadvantaged,38,6,15.8,8,22,2,0,0,0,24
2022,DIV,Buena Vista City Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Buena Vista City Public Schools,Female,38,3,7.9,15,19,1,0,0,0,20
2022,DIV,Buena Vista City Public Schools,Hispanic,<,<,<,<,<,<,<,<,<,<
2022,DIV,Buena Vista City Public Schools,Male,40,4,10,9,25,2,0,0,0,27
2022,DIV,Buena Vista City Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2022,DIV,Buena Vista City Public Schools,Students with Disabilities,12,0,0,0,9,3,0,0,0,12
2022,DIV,Buena Vista City Public Schools,White,70,4,5.7,20,43,3,0,0,0,46
2022,DIV,Campbell County Public Schools,All Students,554,13,2.3,220,288,12,17,4,21,300
2022,DIV,Campbell County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Campbell County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Campbell County Public Schools,Black,86,3,3.5,34,47,2,0,0,0,49
2022,DIV,Campbell County Public Schools,Economically Disadvantaged,241,9,3.7,64,150,5,11,2,13,155
2022,DIV,Campbell County Public Schools,English Learners,15,2,13.3,4,8,0,0,1,1,8
2022,DIV,Campbell County Public Schools,Female,252,2,0.8,119,120,2,8,1,9,122
2022,DIV,Campbell County Public Schools,Foster Care,<,0,0,<,<,<,<,<,<,<
2022,DIV,Campbell County Public Schools,Hispanic,27,2,7.4,7,14,1,2,1,3,15
2022,DIV,Campbell County Public Schools,Homeless,<,<,<,<,<,<,<,<,<,<
2022,DIV,Campbell County Public Schools,Male,302,11,3.6,101,168,10,9,3,12,178
2022,DIV,Campbell County Public Schools,Multiple Races,31,1,3.2,11,17,0,2,0,2,17
2022,DIV,Campbell County Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Campbell County Public Schools,Students with Disabilities,31,2,6.5,0,17,12,0,0,0,29
2022,DIV,Campbell County Public Schools,White,397,7,1.8,159,206,9,13,3,16,215
2022,DIV,Caroline County Public Schools,All Students,323,21,6.5,117,170,6,0,9,9,176
2022,DIV,Caroline County Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Caroline County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Caroline County Public Schools,Black,91,2,2.2,21,62,5,0,1,1,67
2022,DIV,Caroline County Public Schools,Economically Disadvantaged,142,10,7,38,85,5,0,4,4,90
2022,DIV,Caroline County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Caroline County Public Schools,Female,141,8,5.7,55,71,1,0,6,6,72
2022,DIV,Caroline County Public Schools,Hispanic,44,3,6.8,15,24,0,0,2,2,24
2022,DIV,Caroline County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Caroline County Public Schools,Male,182,13,7.1,62,99,5,0,3,3,104
2022,DIV,Caroline County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Caroline County Public Schools,Multiple Races,28,4,14.3,15,8,0,0,1,1,8
2022,DIV,Caroline County Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Caroline County Public Schools,Students with Disabilities,43,2,4.7,2,33,6,0,0,0,39
2022,DIV,Caroline County Public Schools,White,154,12,7.8,62,75,1,0,4,4,76
2022,DIV,Carroll County Public Schools,All Students,284,12,4.2,132,131,5,4,0,4,136
2022,DIV,Carroll County Public Schools,Asian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Carroll County Public Schools,Black,<,0,0,<,<,<,<,<,<,<
2022,DIV,Carroll County Public Schools,Economically Disadvantaged,138,9,6.5,46,78,3,2,0,2,81
2022,DIV,Carroll County Public Schools,English Learners,<,<,<,<,<,<,<,<,<,<
2022,DIV,Carroll County Public Schools,Female,149,5,3.4,84,57,2,1,0,1,59
2022,DIV,Carroll County Public Schools,Foster Care,<,<,<,<,<,<,<,<,<,<
2022,DIV,Carroll County Public Schools,Hispanic,23,4,17.4,12,7,0,0,0,0,7
2022,DIV,Carroll County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Carroll County Public Schools,Male,135,7,5.2,48,74,3,3,0,3,77
2022,DIV,Carroll County Public Schools,Migrant,<,0,0,<,<,<,<,<,<,<
2022,DIV,Carroll County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Carroll County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2022,DIV,Carroll County Public Schools,Students with Disabilities,39,5,12.8,2,26,5,1,0,1,31
2022,DIV,Carroll County Public Schools,White,252,8,3.2,116,120,4,4,0,4,124
2022,DIV,Charles City County Public Schools,All Students,56,4,7.1,12,36,3,0,1,1,39
2022,DIV,Charles City County Public Schools,Black,34,2,5.9,7,22,2,0,1,1,24
2022,DIV,Charles City County Public Schools,Economically Disadvantaged,31,3,9.7,2,22,3,0,1,1,25
2022,DIV,Charles City County Public Schools,Female,30,1,3.3,10,18,1,0,0,0,19
2022,DIV,Charles City County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2022,DIV,Charles City County Public Schools,Homeless,<,0,0,<,<,<,<,<,<,<
2022,DIV,Charles City County Public Schools,Male,26,3,11.5,2,18,2,0,1,1,20
2022,DIV,Charles City County Public Schools,Multiple Races,<,0,0,<,<,<,<,<,<,<
2022,DIV,Charles City County Public Schools,Native Hawaiian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Charles City County Public Schools,Students with Disabilities,<,<,<,<,<,<,<,<,<,<
2022,DIV,Charles City County Public Schools,White,14,2,14.3,4,7,1,0,0,0,8
2022,DIV,Charlotte County Public Schools,All Students,133,12,9,49,58,3,9,2,11,61
2022,DIV,Charlotte County Public Schools,Black,40,3,7.5,11,19,3,2,2,4,22
2022,DIV,Charlotte County Public Schools,Economically Disadvantaged,65,10,15.4,15,33,2,3,2,5,35
2022,DIV,Charlotte County Public Schools,Female,52,1,1.9,29,16,2,4,0,4,18
2022,DIV,Charlotte County Public Schools,Hispanic,<,0,0,<,<,<,<,<,<,<
2022,DIV,Charlotte County Public Schools,Male,81,11,13.6,20,42,1,5,2,7,43
2022,DIV,Charlotte County Public Schools,Military Connected,<,0,0,<,<,<,<,<,<,<
2022,DIV,Charlotte County Public Schools,Multiple Races,<,<,<,<,<,<,<,<,<,<
2022,DIV,Charlotte County Public Schools,Students with Disabilities,23,6,26.1,0,13,3,1,0,1,16
2022,DIV,Charlotte County Public Schools,White,85,7,8.2,37,35,0,6,0,6,35
2022,DIV,Charlottesville City Public Schools,All Students,296,13,4.4,174,97,4,2,6,8,101
2022,DIV,Charlottesville City Public Schools,American Indian,<,0,0,<,<,<,<,<,<,<
2022,DIV,Charlottesville City Public Schools,Asian,15,0,0,11,3,1,0,0,0,4
2022,DIV,Charlottesville City Public Schools,Black,93,4,4.3,29,54,2,0,4,4,56
2022,DIV,Charlottesville City Public Schools,Economically Disadvantaged,135,9,6.7,47,70,3,1,5,6,73
2022,DIV,Charlottesville City Public Schools,English Learners,29,3,10.3,8,16,1,0,0,1,17
2022,DIV,Charlottesville City Public Schools,Female,157,3,1.9,104,41,3,2,4,6,44
