"Diplomas and Completion"
10/26/2022

Year,Level,Division,Subgroup,Cohort,"Dropout Count","Dropout Rate","Advanced Diplomas","Standard Count","Other Diplomas Count","GED ISAEP","Standard and Other Diplomas Count","GED Other Non-Graduation Count","Other Non-Graduation Count"
2019,DIV,"Appomattox County Public Schools",Female,83,1,1.2,45,35,0,1,1,2,35
2019,DIV,"Appomattox County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Appomattox County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Appomattox County Public Schools",Male,79,3,3.8,28,37,3,7,1,8,40
2019,DIV,"Appomattox County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Appomattox County Public Schools","Multiple Races",10,0,0,4,6,0,0,0,0,6
2019,DIV,"Appomattox County Public Schools","Students with Disabilities",16,0,0,0,13,3,0,0,0,16
2019,DIV,"Appomattox County Public Schools",White,109,3,2.8,52,45,2,7,0,7,47
2019,DIV,"Arlington County Public Schools","All Students",1758,85,4.8,1090,516,35,4,28,32,551
2019,DIV,"Arlington County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Arlington County Public Schools",Asian,151,1,.7,101,41,4,1,3,4,45
2019,DIV,"Arlington County Public Schools",Black,202,2,1,86,102,10,0,2,2,112
2019,DIV,"Arlington County Public Schools","Economically Disadvantaged",484,21,4.3,198,239,16,2,8,10,255
2019,DIV,"Arlington County Public Schools","English Learners",415,63,15.2,112,207,18,0,0,15,225
2019,DIV,"Arlington County Public Schools",Female,877,25,2.9,605,219,13,3,12,15,232
2019,DIV,"Arlington County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Arlington County Public Schools",Hispanic,576,80,13.9,228,234,13,1,20,21,247
2019,DIV,"Arlington County Public Schools",Homeless,15,1,6.7,3,9,0,0,2,2,9
2019,DIV,"Arlington County Public Schools",Male,881,60,6.8,485,297,22,1,16,17,319
2019,DIV,"Arlington County Public Schools","Military Connected",59,0,0,45,14,0,0,0,0,14
2019,DIV,"Arlington County Public Schools","Multiple Races",108,0,0,84,22,1,0,1,1,23
2019,DIV,"Arlington County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Arlington County Public Schools","Students with Disabilities",275,12,4.4,75,152,35,1,0,1,187
2019,DIV,"Arlington County Public Schools",White,717,2,.3,588,116,7,2,2,4,123
2019,DIV,"Augusta County Public Schools","All Students",771,24,3.1,350,362,12,14,9,23,374
2019,DIV,"Augusta County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Augusta County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Augusta County Public Schools",Black,17,1,5.9,6,10,0,0,0,0,10
2019,DIV,"Augusta County Public Schools","Economically Disadvantaged",272,15,5.5,68,166,11,7,5,12,177
2019,DIV,"Augusta County Public Schools","English Learners",11,2,18.2,0,9,0,0,0,0,9
2019,DIV,"Augusta County Public Schools",Female,372,10,2.7,186,167,3,1,5,6,170
2019,DIV,"Augusta County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Augusta County Public Schools",Hispanic,35,2,5.7,12,21,0,0,0,0,21
2019,DIV,"Augusta County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Augusta County Public Schools",Male,399,14,3.5,164,195,9,13,4,17,204
2019,DIV,"Augusta County Public Schools","Military Connected",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Augusta County Public Schools","Multiple Races",21,1,4.8,9,10,1,0,0,0,11
2019,DIV,"Augusta County Public Schools","Students with Disabilities",66,5,7.6,4,43,12,1,1,2,55
2019,DIV,"Augusta County Public Schools",White,690,20,2.9,317,319,11,14,9,23,330
2019,DIV,"Bath County Public Schools","All Students",31,2,6.5,18,10,1,0,0,0,11
2019,DIV,"Bath County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bath County Public Schools","Economically Disadvantaged",12,1,8.3,2,9,0,0,0,0,9
2019,DIV,"Bath County Public Schools",Female,15,0,0,11,4,0,0,0,0,4
2019,DIV,"Bath County Public Schools",Male,16,2,12.5,7,6,1,0,0,0,7
2019,DIV,"Bath County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bath County Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bath County Public Schools",White,28,2,7.1,15,10,1,0,0,0,11
2019,DIV,"Bedford County Public Schools","All Students",770,30,3.9,416,268,25,25,6,31,293
2019,DIV,"Bedford County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bedford County Public Schools",Asian,16,1,6.3,12,3,0,0,0,0,3
2019,DIV,"Bedford County Public Schools",Black,53,4,7.5,23,20,4,1,1,2,24
2019,DIV,"Bedford County Public Schools","Economically Disadvantaged",252,19,7.5,74,127,17,13,2,15,144
2019,DIV,"Bedford County Public Schools","English Learners",11,6,54.5,1,3,0,1,0,1,3
2019,DIV,"Bedford County Public Schools",Female,368,13,3.5,233,109,5,6,2,8,114
2019,DIV,"Bedford County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Bedford County Public Schools",Hispanic,43,8,18.6,18,14,0,3,0,3,14
2019,DIV,"Bedford County Public Schools",Homeless,20,6,30,3,10,1,0,0,0,11
2019,DIV,"Bedford County Public Schools",Male,402,17,4.2,183,159,20,19,4,23,179
2019,DIV,"Bedford County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bedford County Public Schools","Multiple Races",34,2,5.9,13,17,1,1,0,1,18
2019,DIV,"Bedford County Public Schools","Students with Disabilities",73,8,11,0,34,25,3,0,6,59
2019,DIV,"Bedford County Public Schools",White,620,15,2.4,348,212,20,20,5,25,232
2019,DIV,"Bland County Public Schools","All Students",47,1,2.1,15,29,1,0,1,1,30
2019,DIV,"Bland County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bland County Public Schools","Economically Disadvantaged",18,0,0,3,13,1,0,1,1,14
2019,DIV,"Bland County Public Schools",Female,21,1,4.8,9,11,0,0,0,0,11
2019,DIV,"Bland County Public Schools",Male,26,0,0,6,18,1,0,1,1,19
2019,DIV,"Bland County Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bland County Public Schools",White,46,1,2.2,15,28,1,0,1,1,29
2019,DIV,"Botetourt County Public Schools","All Students",420,7,1.7,249,147,6,2,9,11,153
2019,DIV,"Botetourt County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Botetourt County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Botetourt County Public Schools",Black,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Botetourt County Public Schools","Economically Disadvantaged",87,3,3.4,28,47,2,1,6,7,49
2019,DIV,"Botetourt County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Botetourt County Public Schools",Female,220,3,1.4,151,59,2,0,5,5,61
2019,DIV,"Botetourt County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Botetourt County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Botetourt County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Botetourt County Public Schools",Male,200,4,2,98,88,4,2,4,6,92
2019,DIV,"Botetourt County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Botetourt County Public Schools","Multiple Races",19,0,0,12,7,0,0,0,0,7
2019,DIV,"Botetourt County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Botetourt County Public Schools","Students with Disabilities",36,5,13.9,2,20,6,0,2,3,26
2019,DIV,"Botetourt County Public Schools",White,377,6,1.6,222,133,6,2,8,10,139
2019,DIV,"Bristol City Public Schools","All Students",173,0,0,60,81,22,2,8,10,103
2019,DIV,"Bristol City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bristol City Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bristol City Public Schools","Economically Disadvantaged",100,0,0,18,55,19,1,7,8,74
2019,DIV,"Bristol City Public Schools",Female,87,0,0,34,44,5,2,2,4,49
2019,DIV,"Bristol City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bristol City Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bristol City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bristol City Public Schools",Male,86,0,0,26,37,17,0,6,6,54
2019,DIV,"Bristol City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Bristol City Public Schools","Students with Disabilities",33,0,0,1,10,22,0,0,0,32
2019,DIV,"Bristol City Public Schools",White,158,0,0,56,74,18,2,8,10,92
2019,DIV,"Brunswick County Public Schools","All Students",137,2,1.5,41,85,3,1,5,6,88
2019,DIV,"Brunswick County Public Schools",Black,103,2,1.9,30,63,3,0,5,5,66
2019,DIV,"Brunswick County Public Schools","Economically Disadvantaged",91,0,0,22,63,1,0,5,5,64
2019,DIV,"Brunswick County Public Schools",Female,66,0,0,25,41,0,0,0,0,41
2019,DIV,"Brunswick County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Brunswick County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Brunswick County Public Schools",Male,71,2,2.8,16,44,3,1,5,6,47
2019,DIV,"Brunswick County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Brunswick County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Brunswick County Public Schools","Students with Disabilities",14,1,7.1,0,10,3,0,0,0,13
2019,DIV,"Brunswick County Public Schools",White,28,0,0,7,20,0,1,0,1,20
2019,DIV,"Buchanan County Public Schools","All Students",221,10,4.5,53,142,0,8,8,16,142
2019,DIV,"Buchanan County Public Schools","Economically Disadvantaged",131,9,6.9,18,93,0,7,4,11,93
2019,DIV,"Buchanan County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buchanan County Public Schools",Female,111,3,2.7,34,69,0,3,2,5,69
2019,DIV,"Buchanan County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Buchanan County Public Schools",Male,110,7,6.4,19,73,0,5,6,11,73
2019,DIV,"Buchanan County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buchanan County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buchanan County Public Schools","Students with Disabilities",31,5,16.1,1,19,0,1,5,6,19
2019,DIV,"Buchanan County Public Schools",White,217,10,4.6,52,139,0,8,8,16,139
2019,DIV,"Buckingham County Public Schools","All Students",149,6,4,60,79,3,0,1,1,82
2019,DIV,"Buckingham County Public Schools",Black,45,1,2.2,15,28,1,0,0,0,29
2019,DIV,"Buckingham County Public Schools","Economically Disadvantaged",85,6,7.1,20,56,2,0,1,1,58
2019,DIV,"Buckingham County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buckingham County Public Schools",Female,72,4,5.6,28,40,0,0,0,0,40
2019,DIV,"Buckingham County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Buckingham County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buckingham County Public Schools",Male,77,2,2.6,32,39,3,0,1,1,42
2019,DIV,"Buckingham County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buckingham County Public Schools","Students with Disabilities",19,0,0,0,16,3,0,0,0,19
2019,DIV,"Buckingham County Public Schools",White,92,5,5.4,39,45,2,0,1,1,47
2019,DIV,"Buena Vista City Public Schools","All Students",67,9,13.4,17,38,1,0,2,2,39
2019,DIV,"Buena Vista City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buena Vista City Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buena Vista City Public Schools","Economically Disadvantaged",24,6,25,2,14,1,0,1,1,15
2019,DIV,"Buena Vista City Public Schools",Female,26,2,7.7,9,14,1,0,0,0,15
2019,DIV,"Buena Vista City Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buena Vista City Public Schools",Male,41,7,17.1,8,24,0,0,2,2,24
2019,DIV,"Buena Vista City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buena Vista City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buena Vista City Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Buena Vista City Public Schools",White,59,9,15.3,14,33,1,0,2,2,34
2019,DIV,"Campbell County Public Schools","All Students",612,13,2.1,277,295,5,16,6,22,300
2019,DIV,"Campbell County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Campbell County Public Schools",Asian,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Campbell County Public Schools",Black,104,3,2.9,33,65,1,0,2,2,66
2019,DIV,"Campbell County Public Schools","Economically Disadvantaged",279,8,2.9,90,163,4,11,3,14,167
2019,DIV,"Campbell County Public Schools","English Learners",13,2,15.4,4,7,0,0,0,0,7
2019,DIV,"Campbell County Public Schools",Female,290,6,2.1,153,123,1,5,2,7,124
2019,DIV,"Campbell County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Campbell County Public Schools",Hispanic,16,2,12.5,3,10,0,0,1,1,10
2019,DIV,"Campbell County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Campbell County Public Schools",Male,322,7,2.2,124,172,4,11,4,15,176
2019,DIV,"Campbell County Public Schools","Multiple Races",34,0,0,14,18,1,1,0,1,19
2019,DIV,"Campbell County Public Schools","Students with Disabilities",36,0,0,0,30,5,0,1,1,35
2019,DIV,"Campbell County Public Schools",White,450,7,1.6,221,201,3,15,3,18,204
2019,DIV,"Caroline County Public Schools","All Students",285,24,8.4,120,130,5,3,3,6,135
2019,DIV,"Caroline County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Caroline County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Caroline County Public Schools",Black,97,7,7.2,43,46,1,0,0,0,47
2019,DIV,"Caroline County Public Schools","Economically Disadvantaged",125,7,5.6,47,66,4,1,0,1,70
2019,DIV,"Caroline County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Caroline County Public Schools",Female,139,8,5.8,65,62,2,0,2,2,64
2019,DIV,"Caroline County Public Schools",Hispanic,15,2,13.3,3,9,0,0,1,1,9
2019,DIV,"Caroline County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Caroline County Public Schools",Male,146,16,11,55,68,3,3,1,4,71
2019,DIV,"Caroline County Public Schools","Military Connected",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Caroline County Public Schools","Multiple Races",29,1,3.4,14,14,0,0,0,0,14
2019,DIV,"Caroline County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Caroline County Public Schools","Students with Disabilities",28,3,10.7,4,14,5,1,0,2,19
2019,DIV,"Caroline County Public Schools",White,140,14,10,57,60,4,3,2,5,64
2019,DIV,"Carroll County Public Schools","All Students",272,7,2.6,144,107,6,5,3,8,113
2019,DIV,"Carroll County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Carroll County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Carroll County Public Schools","Economically Disadvantaged",128,5,3.9,46,64,6,5,2,7,70
2019,DIV,"Carroll County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Carroll County Public Schools",Female,139,2,1.4,94,38,2,3,0,3,40
2019,DIV,"Carroll County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Carroll County Public Schools",Hispanic,15,1,6.7,8,6,0,0,0,0,6
2019,DIV,"Carroll County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Carroll County Public Schools",Male,133,5,3.8,50,69,4,2,3,5,73
2019,DIV,"Carroll County Public Schools",Migrant,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Carroll County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Carroll County Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Carroll County Public Schools","Students with Disabilities",45,2,4.4,1,35,6,1,0,1,41
2019,DIV,"Carroll County Public Schools",White,250,5,2,132,99,6,5,3,8,105
2019,DIV,"Charles City County Public Schools","All Students",51,4,7.8,19,27,1,0,0,0,28
2019,DIV,"Charles City County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Charles City County Public Schools",Black,33,3,9.1,11,18,1,0,0,0,19
2019,DIV,"Charles City County Public Schools","Economically Disadvantaged",21,2,9.5,7,12,0,0,0,0,12
2019,DIV,"Charles City County Public Schools",Female,22,1,4.5,12,9,0,0,0,0,9
2019,DIV,"Charles City County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Charles City County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Charles City County Public Schools",Male,29,3,10.3,7,18,1,0,0,0,19
2019,DIV,"Charles City County Public Schools","Students with Disabilities",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Charles City County Public Schools",White,15,1,6.7,6,8,0,0,0,0,8
2019,DIV,"Charlotte County Public Schools","All Students",130,6,4.6,65,49,4,5,1,6,53
2019,DIV,"Charlotte County Public Schools",Black,41,0,0,15,21,3,1,1,2,24
2019,DIV,"Charlotte County Public Schools","Economically Disadvantaged",75,3,4,35,30,3,4,0,4,33
2019,DIV,"Charlotte County Public Schools",Female,58,1,1.7,39,16,1,1,0,1,17
2019,DIV,"Charlotte County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Charlotte County Public Schools",Male,72,5,6.9,26,33,3,4,1,5,36
2019,DIV,"Charlotte County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Charlotte County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Charlotte County Public Schools","Students with Disabilities",22,1,4.5,1,15,4,0,1,1,19
2019,DIV,"Charlotte County Public Schools",White,80,6,7.5,46,24,1,3,0,3,25
2019,DIV,"Charlottesville City Public Schools","All Students",310,8,2.6,161,113,19,0,9,9,132
2019,DIV,"Charlottesville City Public Schools",Asian,14,1,7.1,5,5,1,0,2,2,6
2019,DIV,"Charlottesville City Public Schools",Black,91,2,2.2,29,46,13,0,1,1,59
2019,DIV,"Charlottesville City Public Schools","Economically Disadvantaged",135,5,3.7,39,72,14,0,5,5,86
2019,DIV,"Charlottesville City Public Schools","English Learners",29,4,13.8,1,17,2,0,5,5,19
2019,DIV,"Charlottesville City Public Schools",Female,149,3,2,84,52,5,0,5,5,57
2019,DIV,"Charlottesville City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Charlottesville City Public Schools",Hispanic,35,4,11.4,13,14,0,0,4,4,14
2019,DIV,"Charlottesville City Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
