School Year,Division Number,Division Name,School Number,School Name,Disadvantaged,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2020-2021,130,Waynesboro City,620,Wayne Hills Center,N,58,,58
2020-2021,130,Waynesboro City,620,Wayne Hills Center,Y,46,,46
2020-2021,130,Waynesboro City,600,Waynesboro High,N,409,<,410
2020-2021,130,Waynesboro City,600,Waynesboro High,Y,488,,488
2020-2021,130,Waynesboro City,580,Wenonah Elementary,N,70,,70
2020-2021,130,Waynesboro City,580,Wenonah Elementary,Y,162,,162
2020-2021,130,Waynesboro City,630,Westwood Hills Elementary,N,204,,204
2020-2021,130,Waynesboro City,630,Westwood Hills Elementary,Y,149,,149
2020-2021,130,Waynesboro City,751,William Perry Elementary,N,169,,169
2020-2021,130,Waynesboro City,751,William Perry Elementary,Y,215,,215
2021-2022,2,Albemarle County,160,Agnor-Hurt Elementary,N,229,,229
2021-2022,2,Albemarle County,160,Agnor-Hurt Elementary,Y,227,,227
2021-2022,2,Albemarle County,880,Albemarle High,N,"1,387",<,"1,393"
2021-2022,2,Albemarle County,880,Albemarle High,Y,524,,524
2021-2022,2,Albemarle County,1053,Baker-Butler Elem,N,520,,520
2021-2022,2,Albemarle County,1053,Baker-Butler Elem,Y,162,,162
2021-2022,2,Albemarle County,100,Broadus Wood Elementary,N,216,,216
2021-2022,2,Albemarle County,100,Broadus Wood Elementary,Y,43,,43
2021-2022,2,Albemarle County,941,Brownsville Elementary,N,657,,657
2021-2022,2,Albemarle County,941,Brownsville Elementary,Y,99,,99
2021-2022,2,Albemarle County,890,Community Lab School,N,185,,185
2021-2022,2,Albemarle County,890,Community Lab School,Y,<,,<
2021-2022,2,Albemarle County,340,Crozet Elementary,N,266,,266
2021-2022,2,Albemarle County,340,Crozet Elementary,Y,59,,59
2021-2022,2,Albemarle County,10,Hollymead Elementary,N,300,,300
2021-2022,2,Albemarle County,10,Hollymead Elementary,Y,42,,42
2021-2022,2,Albemarle County,950,Jack Jouett Middle,N,384,,384
2021-2022,2,Albemarle County,950,Jack Jouett Middle,Y,310,,310
2021-2022,2,Albemarle County,69,Jackson P. Burley Middle,N,366,<,368
2021-2022,2,Albemarle County,69,Jackson P. Burley Middle,Y,232,,232
2021-2022,2,Albemarle County,942,Joseph T. Henley Middle,N,722,<,725
2021-2022,2,Albemarle County,942,Joseph T. Henley Middle,Y,117,,117
2021-2022,2,Albemarle County,1051,Lakeside Middle,N,440,<,443
2021-2022,2,Albemarle County,1051,Lakeside Middle,Y,105,,105
2021-2022,2,Albemarle County,20,Leslie H. Walton Middle,N,224,<,225
2021-2022,2,Albemarle County,20,Leslie H. Walton Middle,Y,105,<,106
2021-2022,2,Albemarle County,40,Mary Carr Greer Elementary,N,223,,223
2021-2022,2,Albemarle County,40,Mary Carr Greer Elementary,Y,258,,258
2021-2022,2,Albemarle County,250,Meriwether Lewis Elementary,N,298,,298
2021-2022,2,Albemarle County,250,Meriwether Lewis Elementary,Y,23,,23
2021-2022,2,Albemarle County,1052,Monticello High,N,835,<,841
2021-2022,2,Albemarle County,1052,Monticello High,Y,378,<,379
2021-2022,2,Albemarle County,150,Mountain View Elementary,N,453,,453
2021-2022,2,Albemarle County,150,Mountain View Elementary,Y,278,,278
2021-2022,2,Albemarle County,540,Red Hill Elementary,N,107,,107
2021-2022,2,Albemarle County,540,Red Hill Elementary,Y,82,,82
2021-2022,2,Albemarle County,30,Scottsville Elementary,N,117,,117
2021-2022,2,Albemarle County,30,Scottsville Elementary,Y,99,,99
2021-2022,2,Albemarle County,920,Stone Robinson Elementary,N,354,,354
2021-2022,2,Albemarle County,920,Stone Robinson Elementary,Y,116,,116
2021-2022,2,Albemarle County,240,Stony Point Elementary,N,133,,133
2021-2022,2,Albemarle County,240,Stony Point Elementary,Y,55,,55
2021-2022,2,Albemarle County,910,Virginia L. Murray Elementary,N,244,,244
2021-2022,2,Albemarle County,910,Virginia L. Murray Elementary,Y,24,,24
2021-2022,2,Albemarle County,140,Western Albemarle High,N,"1,019",<,"1,024"
2021-2022,2,Albemarle County,140,Western Albemarle High,Y,133,,133
2021-2022,2,Albemarle County,930,Woodbrook Elementary,N,261,,261
2021-2022,2,Albemarle County,930,Woodbrook Elementary,Y,301,,301
2021-2022,8,Augusta County,212,Beverley Manor Middle,N,344,,344
2021-2022,8,Augusta County,212,Beverley Manor Middle,Y,272,,272
2021-2022,8,Augusta County,660,Buffalo Gap High,N,265,,265
2021-2022,8,Augusta County,660,Buffalo Gap High,Y,187,,187
2021-2022,8,Augusta County,30,Cassell Elementary,N,340,,340
2021-2022,8,Augusta County,30,Cassell Elementary,Y,331,,331
2021-2022,8,Augusta County,140,Churchville Elementary,N,249,,249
2021-2022,8,Augusta County,140,Churchville Elementary,Y,150,,150
2021-2022,8,Augusta County,370,Craigsville Elementary,N,38,,38
2021-2022,8,Augusta County,370,Craigsville Elementary,Y,96,,96
2021-2022,8,Augusta County,842,Edward G. Clymore Elementary,N,416,,416
2021-2022,8,Augusta County,842,Edward G. Clymore Elementary,Y,313,,313
2021-2022,8,Augusta County,670,Fort Defiance High,N,456,<,457
2021-2022,8,Augusta County,670,Fort Defiance High,Y,269,,269
2021-2022,8,Augusta County,843,Guy K. Stump Elementary,N,264,,264
2021-2022,8,Augusta County,843,Guy K. Stump Elementary,Y,165,,165
2021-2022,8,Augusta County,40,North River Elementary,N,119,,119
2021-2022,8,Augusta County,40,North River Elementary,Y,119,,119
2021-2022,8,Augusta County,740,Riverheads Elementary,N,356,,356
2021-2022,8,Augusta County,740,Riverheads Elementary,Y,343,,343
2021-2022,8,Augusta County,680,Riverheads High,N,309,,309
2021-2022,8,Augusta County,680,Riverheads High,Y,168,,168
2021-2022,8,Augusta County,90,S. Gordon Stewart Middle,N,289,,289
2021-2022,8,Augusta County,90,S. Gordon Stewart Middle,Y,221,,221
2021-2022,8,Augusta County,440,Stuarts Draft Elementary,N,297,,297
2021-2022,8,Augusta County,440,Stuarts Draft Elementary,Y,261,,261
2021-2022,8,Augusta County,730,Stuarts Draft High,N,447,,447
2021-2022,8,Augusta County,730,Stuarts Draft High,Y,264,,264
2021-2022,8,Augusta County,60,Stuarts Draft Middle,N,262,,262
2021-2022,8,Augusta County,60,Stuarts Draft Middle,Y,202,,202
2021-2022,8,Augusta County,640,Wilson Elementary,N,332,,332
2021-2022,8,Augusta County,640,Wilson Elementary,Y,329,,329
2021-2022,8,Augusta County,720,Wilson Memorial High,N,510,<,511
2021-2022,8,Augusta County,720,Wilson Memorial High,Y,312,,312
2021-2022,8,Augusta County,844,Wilson Middle,N,360,,360
2021-2022,8,Augusta County,844,Wilson Middle,Y,274,,274
2021-2022,15,Buckingham County,724,Buckingham Co Elementary,N,178,,178
2021-2022,15,Buckingham County,724,Buckingham Co Elementary,Y,234,,234
2021-2022,15,Buckingham County,20,Buckingham Co Prekindergarten Center,N,45,,45
2021-2022,15,Buckingham County,20,Buckingham Co Prekindergarten Center,Y,43,,43
2021-2022,15,Buckingham County,723,Buckingham Co Primary,N,122,,122
2021-2022,15,Buckingham County,723,Buckingham Co Primary,Y,211,,211
2021-2022,15,Buckingham County,700,Buckingham County High,N,308,,308
2021-2022,15,Buckingham County,700,Buckingham County High,Y,288,,288
2021-2022,15,Buckingham County,721,Buckingham County Middle,N,219,,219
2021-2022,15,Buckingham County,721,Buckingham County Middle,Y,285,,285
2021-2022,104,Charlottesville City,100,Buford Middle,N,241,,241
2021-2022,104,Charlottesville City,100,Buford Middle,Y,358,,358
2021-2022,104,Charlottesville City,70,Burnley-Moran Elementary,N,220,,220
2021-2022,104,Charlottesville City,70,Burnley-Moran Elementary,Y,102,,102
2021-2022,104,Charlottesville City,140,Charlottesville High,N,662,<,664
2021-2022,104,Charlottesville City,140,Charlottesville High,Y,569,,569
2021-2022,104,Charlottesville City,50,Clark Elementary,N,150,,150
2021-2022,104,Charlottesville City,50,Clark Elementary,Y,174,,174
2021-2022,104,Charlottesville City,90,Greenbrier Elementary,N,179,,179
2021-2022,104,Charlottesville City,90,Greenbrier Elementary,Y,103,,103
2021-2022,104,Charlottesville City,120,Jackson-Via Elementary,N,169,,169
2021-2022,104,Charlottesville City,120,Jackson-Via Elementary,Y,156,,156
2021-2022,104,Charlottesville City,10,Johnson Elementary,N,205,,205
2021-2022,104,Charlottesville City,10,Johnson Elementary,Y,94,,94
2021-2022,104,Charlottesville City,40,Venable Elementary,N,208,,208
2021-2022,104,Charlottesville City,40,Venable Elementary,Y,75,,75
2021-2022,104,Charlottesville City,110,Walker Upper Elementary,N,249,,249
2021-2022,104,Charlottesville City,110,Walker Upper Elementary,Y,374,,374
2021-2022,32,Fluvanna County,300,Carysbrook Elementary,N,258,,258
2021-2022,32,Fluvanna County,300,Carysbrook Elementary,Y,191,,191
2021-2022,32,Fluvanna County,310,Central Elementary,N,224,,224
2021-2022,32,Fluvanna County,310,Central Elementary,Y,186,,186
2021-2022,32,Fluvanna County,260,Fluvanna County High,N,899,,899
2021-2022,32,Fluvanna County,260,Fluvanna County High,Y,554,,554
2021-2022,32,Fluvanna County,320,Fluvanna Middle,N,426,,426
2021-2022,32,Fluvanna County,320,Fluvanna Middle,Y,323,,323
2021-2022,32,Fluvanna County,330,West Central Primary,N,143,,143
2021-2022,32,Fluvanna County,330,West Central Primary,Y,112,,112
2021-2022,39,Greene County,20,Nathanael Greene Elementary,N,142,,142
2021-2022,39,Greene County,20,Nathanael Greene Elementary,Y,187,,187
2021-2022,39,Greene County,10,Nathanael Greene Primary,N,149,,149
2021-2022,39,Greene County,10,Nathanael Greene Primary,Y,224,,224
2021-2022,39,Greene County,30,Ruckersville Elementary,N,310,,310
2021-2022,39,Greene County,30,Ruckersville Elementary,Y,218,,218
2021-2022,39,Greene County,72,William Monroe High,N,526,,526
2021-2022,39,Greene County,72,William Monroe High,Y,429,,429
2021-2022,39,Greene County,71,William Monroe Middle,N,385,,385
2021-2022,39,Greene County,71,William Monroe Middle,Y,327,,327
2021-2022,54,Louisa County,660,Jouett Elementary,N,284,,284
2021-2022,54,Louisa County,660,Jouett Elementary,Y,291,,291
2021-2022,54,Louisa County,602,Louisa County High,N,843,,843
2021-2022,54,Louisa County,602,Louisa County High,Y,799,,799
2021-2022,54,Louisa County,601,Louisa County Middle,N,595,,595
2021-2022,54,Louisa County,601,Louisa County Middle,Y,617,,617
2021-2022,54,Louisa County,80,Moss-Nuckols Elementary,N,350,,350
2021-2022,54,Louisa County,80,Moss-Nuckols Elementary,Y,241,,241
2021-2022,54,Louisa County,610,Thomas Jefferson Elementary,N,269,,269
2021-2022,54,Louisa County,610,Thomas Jefferson Elementary,Y,378,,378
2021-2022,54,Louisa County,641,Trevilians Elementary,N,219,,219
2021-2022,54,Louisa County,641,Trevilians Elementary,Y,282,,282
2021-2022,56,Madison County,221,Madison County High,N,302,<,303
2021-2022,56,Madison County,221,Madison County High,Y,254,<,256
2021-2022,56,Madison County,230,Madison Primary,N,157,42,199
2021-2022,56,Madison County,230,Madison Primary,Y,167,,167
2021-2022,56,Madison County,200,Waverly Yowell Elementary,N,170,,170
2021-2022,56,Madison County,200,Waverly Yowell Elementary,Y,181,,181
2021-2022,56,Madison County,222,William H. Wetsel Middle,N,219,,219
2021-2022,56,Madison County,222,William H. Wetsel Middle,Y,169,,169
2021-2022,62,Nelson County,710,Nelson County High,N,228,,228
2021-2022,62,Nelson County,710,Nelson County High,Y,317,,317
2021-2022,62,Nelson County,730,Nelson Middle,N,134,,134
2021-2022,62,Nelson County,730,Nelson Middle,Y,225,,225
2021-2022,62,Nelson County,10,Rockfish River Elementary,N,116,,116
2021-2022,62,Nelson County,10,Rockfish River Elementary,Y,170,,170
2021-2022,62,Nelson County,20,Tye River Elementary,N,134,,134
2021-2022,62,Nelson County,20,Tye River Elementary,Y,214,,214
2021-2022,68,Orange County,360,Gordon-Barbour Elementary,N,155,,155
2021-2022,68,Orange County,360,Gordon-Barbour Elementary,Y,159,,159
2021-2022,68,Orange County,70,Lightfoot Elementary,N,120,,120
2021-2022,68,Orange County,70,Lightfoot Elementary,Y,133,,133
2021-2022,68,Orange County,50,Locust Grove Elementary,N,317,,317
2021-2022,68,Orange County,50,Locust Grove Elementary,Y,179,,179
2021-2022,68,Orange County,471,Locust Grove Middle,N,402,,402
2021-2022,68,Orange County,471,Locust Grove Middle,Y,269,,269
2021-2022,68,Orange County,51,Locust Grove Primary,N,297,,297
2021-2022,68,Orange County,51,Locust Grove Primary,Y,125,,125
2021-2022,68,Orange County,330,Orange County High ,N,854,<,855
2021-2022,68,Orange County,330,Orange County High ,Y,667,,667
2021-2022,68,Orange County,370,Orange Elementary,N,318,,318
2021-2022,68,Orange County,370,Orange Elementary,Y,327,,327
2021-2022,68,Orange County,340,Prospect Heights Middle,N,204,,204
2021-2022,68,Orange County,340,Prospect Heights Middle,Y,272,,272
2021-2022,68,Orange County,350,Unionville Elementary,N,140,,140
2021-2022,68,Orange County,350,Unionville Elementary,Y,89,,89
2021-2022,126,Staunton City,40,Arthur R. Ware Elementary,N,262,,262
2021-2022,126,Staunton City,40,Arthur R. Ware Elementary,Y,130,,130
2021-2022,126,Staunton City,70,Bessie Weller Elementary,N,219,,219
2021-2022,126,Staunton City,70,Bessie Weller Elementary,Y,151,,151
2021-2022,126,Staunton City,110,Shelburne Middle,N,362,,362
2021-2022,126,Staunton City,110,Shelburne Middle,Y,237,,237
2021-2022,126,Staunton City,41,Staunton City School PreSchool Programs,N,113,,113
2021-2022,126,Staunton City,41,Staunton City School PreSchool Programs,Y,<,,<
2021-2022,126,Staunton City,30,Staunton High,N,492,,492
2021-2022,126,Staunton City,30,Staunton High,Y,348,,348
2021-2022,126,Staunton City,90,Thomas C. McSwain Elementary,N,320,,320
2021-2022,126,Staunton City,90,Thomas C. McSwain Elementary,Y,105,,105
2021-2022,130,Waynesboro City,650,Berkeley Glenn Elementary ,N,115,,115
2021-2022,130,Waynesboro City,650,Berkeley Glenn Elementary ,Y,129,,129
2021-2022,130,Waynesboro City,640,Kate Collins Middle ,N,313,,313
2021-2022,130,Waynesboro City,640,Kate Collins Middle ,Y,381,,381
2021-2022,130,Waynesboro City,620,Wayne Hills Center,N,56,,56
2021-2022,130,Waynesboro City,620,Wayne Hills Center,Y,89,,89
2021-2022,130,Waynesboro City,600,Waynesboro High ,N,472,<,473
2021-2022,130,Waynesboro City,600,Waynesboro High ,Y,422,,422
2021-2022,130,Waynesboro City,580,Wenonah Elementary ,N,67,,67
2021-2022,130,Waynesboro City,580,Wenonah Elementary ,Y,167,,167
2021-2022,130,Waynesboro City,630,Westwood Hills Elementary ,N,206,,206
2021-2022,130,Waynesboro City,630,Westwood Hills Elementary ,Y,175,,175
2021-2022,130,Waynesboro City,751,William Perry Elementary ,N,142,,142
2021-2022,130,Waynesboro City,751,William Perry Elementary ,Y,287,,287
2022-2023,2,Albemarle County,160,Agnor-Hurt Elementary,N,235,,235
2022-2023,2,Albemarle County,160,Agnor-Hurt Elementary,Y,203,,203
2022-2023,2,Albemarle County,880,Albemarle High,N,"1,331",<,"1,336"
2022-2023,2,Albemarle County,880,Albemarle High,Y,662,,662
2022-2023,2,Albemarle County,1053,Baker-Butler Elem,N,530,,530
2022-2023,2,Albemarle County,1053,Baker-Butler Elem,Y,210,,210
2022-2023,2,Albemarle County,100,Broadus Wood Elementary,N,231,,231
2022-2023,2,Albemarle County,100,Broadus Wood Elementary,Y,57,,57
2022-2023,2,Albemarle County,941,Brownsville Elementary,N,491,,491
2022-2023,2,Albemarle County,941,Brownsville Elementary,Y,100,,100
2022-2023,2,Albemarle County,890,Community Lab School,N,177,,177
2022-2023,2,Albemarle County,890,Community Lab School,Y,15,,15
2022-2023,2,Albemarle County,340,Crozet Elementary,N,433,,433
2022-2023,2,Albemarle County,340,Crozet Elementary,Y,81,,81
2022-2023,2,Albemarle County,10,Hollymead Elementary,N,290,,290
2022-2023,2,Albemarle County,10,Hollymead Elementary,Y,62,,62
2022-2023,2,Albemarle County,69,Jackson P. Burley Middle,N,321,,321
2022-2023,2,Albemarle County,69,Jackson P. Burley Middle,Y,267,,267
2022-2023,2,Albemarle County,942,Joseph T. Henley Middle,N,700,<,704
2022-2023,2,Albemarle County,942,Joseph T. Henley Middle,Y,108,,108
2022-2023,2,Albemarle County,950,Journey Middle,N,306,,306
2022-2023,2,Albemarle County,950,Journey Middle,Y,328,,328
2022-2023,2,Albemarle County,1051,Lakeside Middle,N,391,<,392
2022-2023,2,Albemarle County,1051,Lakeside Middle,Y,122,,122
2022-2023,2,Albemarle County,20,Leslie H. Walton Middle,N,211,,211
2022-2023,2,Albemarle County,20,Leslie H. Walton Middle,Y,129,,129
2022-2023,2,Albemarle County,40,Mary Carr Greer Elementary,N,237,,237
2022-2023,2,Albemarle County,40,Mary Carr Greer Elementary,Y,258,,258
2022-2023,2,Albemarle County,250,Meriwether Lewis Elementary,N,317,,317
2022-2023,2,Albemarle County,250,Meriwether Lewis Elementary,Y,26,,26
2022-2023,2,Albemarle County,1052,Monticello High,N,790,<,793
2022-2023,2,Albemarle County,1052,Monticello High,Y,441,<,442
2022-2023,2,Albemarle County,150,Mountain View Elementary,N,403,,403
2022-2023,2,Albemarle County,150,Mountain View Elementary,Y,349,,349
2022-2023,2,Albemarle County,540,Red Hill Elementary,N,112,,112
2022-2023,2,Albemarle County,540,Red Hill Elementary,Y,89,,89
2022-2023,2,Albemarle County,30,Scottsville Elementary,N,129,,129
2022-2023,2,Albemarle County,30,Scottsville Elementary,Y,98,,98
2022-2023,2,Albemarle County,920,Stone Robinson Elementary,N,322,,322
2022-2023,2,Albemarle County,920,Stone Robinson Elementary,Y,151,,151
2022-2023,2,Albemarle County,240,Stony Point Elementary,N,137,,137
2022-2023,2,Albemarle County,240,Stony Point Elementary,Y,52,,52
2022-2023,2,Albemarle County,910,Virginia L. Murray Elementary,N,258,,258
2022-2023,2,Albemarle County,910,Virginia L. Murray Elementary,Y,24,,24
2022-2023,2,Albemarle County,140,Western Albemarle High,N,"1,009",<,"1,012"
2022-2023,2,Albemarle County,140,Western Albemarle High,Y,150,<,151
2022-2023,2,Albemarle County,930,Woodbrook Elementary,N,260,,260
2022-2023,2,Albemarle County,930,Woodbrook Elementary,Y,349,,349
2022-2023,8,Augusta County,212,Beverley Manor Middle,N,337,,337
2022-2023,8,Augusta County,212,Beverley Manor Middle,Y,260,,260
2022-2023,8,Augusta County,660,Buffalo Gap High,N,267,,267
2022-2023,8,Augusta County,660,Buffalo Gap High,Y,168,,168
2022-2023,8,Augusta County,30,Cassell Elementary,N,351,,351
2022-2023,8,Augusta County,30,Cassell Elementary,Y,310,,310
2022-2023,8,Augusta County,140,Churchville Elementary,N,254,,254
2022-2023,8,Augusta County,140,Churchville Elementary,Y,179,,179
2022-2023,8,Augusta County,370,Craigsville Elementary,N,46,,46
2022-2023,8,Augusta County,370,Craigsville Elementary,Y,100,,100
2022-2023,8,Augusta County,842,Edward G. Clymore Elementary,N,398,,398
2022-2023,8,Augusta County,842,Edward G. Clymore Elementary,Y,377,,377
2022-2023,8,Augusta County,670,Fort Defiance High,N,428,,428
2022-2023,8,Augusta County,670,Fort Defiance High,Y,299,,299
2022-2023,8,Augusta County,843,Guy K. Stump Elementary,N,257,,257
2022-2023,8,Augusta County,843,Guy K. Stump Elementary,Y,194,,194
2022-2023,8,Augusta County,40,North River Elementary,N,109,,109
2022-2023,8,Augusta County,40,North River Elementary,Y,130,,130
2022-2023,8,Augusta County,740,Riverheads Elementary,N,389,,389
2022-2023,8,Augusta County,740,Riverheads Elementary,Y,348,,348
2022-2023,8,Augusta County,680,Riverheads High,N,285,,285
2022-2023,8,Augusta County,680,Riverheads High,Y,179,,179
2022-2023,8,Augusta County,90,S. Gordon Stewart Middle,N,266,,266
2022-2023,8,Augusta County,90,S. Gordon Stewart Middle,Y,236,,236
2022-2023,8,Augusta County,440,Stuarts Draft Elementary,N,290,,290
2022-2023,8,Augusta County,440,Stuarts Draft Elementary,Y,296,,296
2022-2023,8,Augusta County,730,Stuarts Draft High,N,432,<,433
2022-2023,8,Augusta County,730,Stuarts Draft High,Y,266,,266
2022-2023,8,Augusta County,60,Stuarts Draft Middle,N,263,,263
2022-2023,8,Augusta County,60,Stuarts Draft Middle,Y,225,,225
2022-2023,8,Augusta County,640,Wilson Elementary,N,357,,357
2022-2023,8,Augusta County,640,Wilson Elementary,Y,290,,290
2022-2023,8,Augusta County,720,Wilson Memorial High,N,534,,534
2022-2023,8,Augusta County,720,Wilson Memorial High,Y,324,,324
2022-2023,8,Augusta County,844,Wilson Middle,N,334,,334
2022-2023,8,Augusta County,844,Wilson Middle,Y,298,,298
2022-2023,15,Buckingham County,724,Buckingham Co Elementary,N,137,,137
2022-2023,15,Buckingham County,724,Buckingham Co Elementary,Y,280,,280
2022-2023,15,Buckingham County,20,Buckingham Co Prekindergarten Center,N,44,,44
2022-2023,15,Buckingham County,20,Buckingham Co Prekindergarten Center,Y,56,,56
2022-2023,15,Buckingham County,723,Buckingham Co Primary,N,117,,117
2022-2023,15,Buckingham County,723,Buckingham Co Primary,Y,238,,238
2022-2023,15,Buckingham County,700,Buckingham County High,N,269,,269
2022-2023,15,Buckingham County,700,Buckingham County High,Y,385,,385
2022-2023,15,Buckingham County,721,Buckingham County Middle,N,164,,164
2022-2023,15,Buckingham County,721,Buckingham County Middle,Y,302,,302
2022-2023,104,Charlottesville City,100,Buford Middle,N,231,<,233
2022-2023,104,Charlottesville City,100,Buford Middle,Y,350,,350
2022-2023,104,Charlottesville City,70,Burnley-Moran Elementary,N,168,,168
2022-2023,104,Charlottesville City,70,Burnley-Moran Elementary,Y,121,,121
2022-2023,104,Charlottesville City,140,Charlottesville High,N,698,<,701
2022-2023,104,Charlottesville City,140,Charlottesville High,Y,661,,661
2022-2023,104,Charlottesville City,50,Clark Elementary,N,83,,83
2022-2023,104,Charlottesville City,50,Clark Elementary,Y,270,,270
2022-2023,104,Charlottesville City,90,Greenbrier Elementary,N,176,,176
2022-2023,104,Charlottesville City,90,Greenbrier Elementary,Y,139,,139
2022-2023,104,Charlottesville City,120,Jackson-Via Elementary,N,131,,131
2022-2023,104,Charlottesville City,120,Jackson-Via Elementary,Y,213,,213
2022-2023,104,Charlottesville City,10,Johnson Elementary,N,145,,145
2022-2023,104,Charlottesville City,10,Johnson Elementary,Y,177,,177
2022-2023,104,Charlottesville City,40,Venable Elementary,N,171,,171
2022-2023,104,Charlottesville City,40,Venable Elementary,Y,135,,135
2022-2023,104,Charlottesville City,110,Walker Upper Elementary,N,278,<,279
2022-2023,104,Charlottesville City,110,Walker Upper Elementary,Y,338,,338
2022-2023,32,Fluvanna County,300,Carysbrook Elementary,N,272,,272
2022-2023,32,Fluvanna County,300,Carysbrook Elementary,Y,200,,200
2022-2023,32,Fluvanna County,310,Central Elementary,N,353,,353
2022-2023,32,Fluvanna County,310,Central Elementary,Y,362,,362
2022-2023,32,Fluvanna County,260,Fluvanna County High,N,955,,955
2022-2023,32,Fluvanna County,260,Fluvanna County High,Y,534,,534
2022-2023,32,Fluvanna County,320,Fluvanna Middle,N,449,,449
2022-2023,32,Fluvanna County,320,Fluvanna Middle,Y,314,,314
2022-2023,39,Greene County,20,Nathanael Greene Elementary,N,160,,160
2022-2023,39,Greene County,20,Nathanael Greene Elementary,Y,193,,193
2022-2023,39,Greene County,10,Nathanael Greene Primary,N,135,,135
2022-2023,39,Greene County,10,Nathanael Greene Primary,Y,212,,212
2022-2023,39,Greene County,30,Ruckersville Elementary,N,305,,305
2022-2023,39,Greene County,30,Ruckersville Elementary,Y,201,,201
2022-2023,39,Greene County,72,William Monroe High,N,552,,552
2022-2023,39,Greene County,72,William Monroe High,Y,405,,405
2022-2023,39,Greene County,71,William Monroe Middle,N,380,,380
2022-2023,39,Greene County,71,William Monroe Middle,Y,295,,295
2022-2023,54,Louisa County,660,Jouett Elementary,N,344,,344
2022-2023,54,Louisa County,660,Jouett Elementary,Y,277,,277
2022-2023,54,Louisa County,602,Louisa County High,N,999,,999
2022-2023,54,Louisa County,602,Louisa County High,Y,654,,654
2022-2023,54,Louisa County,601,Louisa County Middle,N,689,,689
2022-2023,54,Louisa County,601,Louisa County Middle,Y,463,,463
2022-2023,54,Louisa County,80,Moss-Nuckols Elementary,N,366,,366
2022-2023,54,Louisa County,80,Moss-Nuckols Elementary,Y,213,,213
2022-2023,54,Louisa County,610,Thomas Jefferson Elementary,N,330,,330
2022-2023,54,Louisa County,610,Thomas Jefferson Elementary,Y,302,,302
2022-2023,54,Louisa County,641,Trevilians Elementary,N,307,,307
2022-2023,54,Louisa County,641,Trevilians Elementary,Y,229,,229
2022-2023,56,Madison County,221,Madison County High,N,305,<,306
2022-2023,56,Madison County,221,Madison County High,Y,252,<,254
2022-2023,56,Madison County,230,Madison Primary,N,199,,199
2022-2023,56,Madison County,230,Madison Primary,Y,193,,193
2022-2023,56,Madison County,200,Waverly Yowell Elementary,N,180,,180
2022-2023,56,Madison County,200,Waverly Yowell Elementary,Y,157,,157
2022-2023,56,Madison County,222,William H. Wetsel Middle,N,214,,214
2022-2023,56,Madison County,222,William H. Wetsel Middle,Y,180,,180
2022-2023,62,Nelson County,710,Nelson County High,N,201,,201
2022-2023,62,Nelson County,710,Nelson County High,Y,316,,316
2022-2023,62,Nelson County,730,Nelson Middle,N,116,,116
2022-2023,62,Nelson County,730,Nelson Middle,Y,224,,224
2022-2023,62,Nelson County,10,Rockfish River Elementary,N,105,,105
2022-2023,62,Nelson County,10,Rockfish River Elementary,Y,163,,163
2022-2023,62,Nelson County,20,Tye River Elementary,N,131,,131
2022-2023,62,Nelson County,20,Tye River Elementary,Y,224,,224
2022-2023,68,Orange County,360,Gordon-Barbour Elementary,N,147,,147
2022-2023,68,Orange County,360,Gordon-Barbour Elementary,Y,174,,174
2022-2023,68,Orange County,70,Lightfoot Elementary,N,110,,110
2022-2023,68,Orange County,70,Lightfoot Elementary,Y,127,,127
2022-2023,68,Orange County,50,Locust Grove Elementary,N,330,,330
2022-2023,68,Orange County,50,Locust Grove Elementary,Y,190,,190
2022-2023,68,Orange County,471,Locust Grove Middle,N,439,,439
2022-2023,68,Orange County,471,Locust Grove Middle,Y,255,,255
2022-2023,68,Orange County,51,Locust Grove Primary,N,313,,313
2022-2023,68,Orange County,51,Locust Grove Primary,Y,140,,140
2022-2023,68,Orange County,330,Orange County High ,N,859,<,860
2022-2023,68,Orange County,330,Orange County High ,Y,619,,619
2022-2023,68,Orange County,370,Orange Elementary,N,285,,285
2022-2023,68,Orange County,370,Orange Elementary,Y,364,,364
2022-2023,68,Orange County,340,Prospect Heights Middle,N,217,,217
2022-2023,68,Orange County,340,Prospect Heights Middle,Y,242,,242
2022-2023,68,Orange County,350,Unionville Elementary,N,118,,118
2022-2023,68,Orange County,350,Unionville Elementary,Y,112,,112
2022-2023,126,Staunton City,40,Arthur R. Ware Elementary,N,289,,289
2022-2023,126,Staunton City,40,Arthur R. Ware Elementary,Y,89,,89
2022-2023,126,Staunton City,70,Bessie Weller Elementary,N,271,,271
2022-2023,126,Staunton City,70,Bessie Weller Elementary,Y,98,,98
2022-2023,126,Staunton City,110,Shelburne Middle,N,364,,364
2022-2023,126,Staunton City,110,Shelburne Middle,Y,212,,212
2022-2023,126,Staunton City,41,Staunton City School PreSchool Programs,N,133,,133
2022-2023,126,Staunton City,41,Staunton City School PreSchool Programs,Y,<,,<
2022-2023,126,Staunton City,30,Staunton High,N,504,,504
2022-2023,126,Staunton City,30,Staunton High,Y,319,,319
2022-2023,126,Staunton City,90,Thomas C. McSwain Elementary,N,340,,340
2022-2023,126,Staunton City,90,Thomas C. McSwain Elementary,Y,75,,75
2022-2023,130,Waynesboro City,650,Berkeley Glenn Elementary ,N,90,,90
